edad	sexo	nrodepen	fonopart	fonolab	autovaluo	esaval	tieneaval	antiguedad	tiporenta	dpto	morosidad
44	2	3	2	2	1	1	1	63	2	1	1
77	2	4	2	2	1	1	2	62	2	1	2
59	2	5	1	1	1	2	1	59	2	1	2
35	2	5	1	2	1	1	1	58	2	1	2
65	2	0	2	1	1	2	1	56	2	1	1
66	1	1	2	2	2	2	2	54	2	1	1
73	1	5	2	1	1	1	1	53	2	1	2
73	2	0	1	1	1	2	2	53	2	1	1
74	2	0	2	1	1	2	1	53	2	1	1
75	2	1	1	1	1	1	1	53	2	1	2
52	1	0	2	1	1	1	1	52	3	1	1
76	1	0	2	2	2	1	2	52	2	1	1
60	2	0	2	2	2	2	1	51	2	1	1
61	2	0	2	1	1	1	1	51	2	1	1
69	1	0	2	2	1	2	2	51	2	1	1
72	2	5	2	1	1	1	1	51	2	1	2
73	2	4	1	2	1	1	1	51	2	1	2
73	2	0	2	2	1	1	1	51	2	1	1
68	2	1	2	1	2	2	1	50	2	1	1
73	2	1	1	2	1	1	2	50	2	1	1
76	1	0	1	2	1	2	1	50	2	1	1
61	2	0	1	1	1	1	1	49	2	1	1
61	2	0	2	2	1	2	1	49	2	1	1
74	2	0	1	1	1	1	1	49	2	1	1
75	2	1	2	1	1	2	2	49	2	1	1
68	2	3	1	2	1	2	1	48	2	1	1
69	2	3	2	2	1	2	2	48	2	1	1
69	1	1	2	1	1	1	2	48	2	1	1
61	2	1	2	1	1	1	1	47	2	1	1
66	2	0	2	2	1	2	1	47	2	1	1
64	2	4	2	2	1	2	1	46	2	1	2
66	2	0	1	1	1	1	1	46	2	1	1
66	2	0	1	1	1	2	1	46	2	1	1
68	2	1	2	2	2	2	2	46	2	1	1
65	2	5	1	2	1	1	1	45	2	1	2
67	2	2	1	1	2	2	1	45	2	1	1
65	1	0	1	2	1	1	1	44	2	1	1
57	1	5	1	1	1	1	1	43	2	1	2
61	2	0	1	1	1	1	1	43	2	1	1
61	2	0	2	1	2	1	2	43	3	1	1
66	2	2	1	1	1	1	2	43	2	1	1
67	2	0	1	1	1	1	1	43	2	1	1
74	2	1	1	2	1	2	1	43	2	1	2
75	2	0	1	2	1	1	1	43	2	1	1
60	2	5	1	2	1	1	1	42	2	1	2
61	2	0	2	2	1	2	1	42	2	1	1
63	1	0	1	1	1	1	1	42	3	1	1
67	1	5	1	1	1	1	1	42	2	1	2
59	2	3	1	1	1	2	2	41	2	1	1
60	1	0	2	2	1	1	2	41	2	1	1
62	2	2	1	2	1	1	1	41	2	1	1
65	2	1	1	1	1	1	2	41	3	1	1
65	2	0	2	1	1	2	1	41	2	1	1
66	1	2	1	1	1	2	1	41	2	1	1
66	2	0	2	2	1	2	1	41	2	1	1
69	2	2	1	1	1	1	1	41	2	1	1
58	2	1	1	2	1	2	2	40	2	1	2
59	2	2	2	2	1	1	1	40	2	1	1
59	1	0	2	2	1	2	2	40	2	1	1
63	2	1	2	2	1	2	2	40	2	1	1
67	2	0	2	2	1	1	1	40	2	1	1
69	2	4	1	2	1	1	1	40	2	1	2
75	2	0	1	2	1	1	1	40	2	1	1
76	2	2	2	1	1	2	1	40	2	1	2
42	1	5	1	2	1	1	1	39	2	1	2
55	1	1	1	2	1	1	2	39	2	1	1
58	1	0	2	2	1	2	1	39	2	1	1
59	2	1	1	1	1	1	1	39	2	1	2
59	2	0	2	2	1	1	1	39	2	1	1
60	2	1	2	2	1	2	1	39	2	1	1
62	2	4	2	2	1	2	2	39	2	1	2
66	2	1	2	2	1	1	1	39	2	1	2
74	2	0	2	2	1	1	1	39	2	1	1
51	2	4	1	2	1	1	2	38	2	1	2
57	1	1	2	2	1	2	2	38	2	1	1
58	1	5	1	2	1	1	1	38	2	1	2
58	1	4	2	2	1	1	2	38	2	1	2
58	2	0	2	2	1	1	1	38	2	1	1
59	2	5	2	2	1	1	2	38	2	1	2
60	2	2	1	1	1	1	1	38	2	1	1
60	2	2	1	2	1	1	1	38	2	1	1
60	1	0	1	2	1	2	1	38	2	1	1
61	2	3	1	1	2	2	2	38	2	1	1
61	2	1	2	2	1	2	2	38	2	1	1
61	2	0	2	2	1	1	1	38	2	1	1
62	2	1	1	2	2	1	2	38	2	1	1
65	2	0	1	1	1	1	1	38	2	1	1
67	1	5	1	2	1	1	1	38	2	1	2
67	2	1	1	2	2	2	1	38	3	1	1
68	1	1	1	2	1	1	1	38	2	1	1
69	2	2	2	2	1	1	1	38	2	1	1
69	2	0	1	1	1	1	1	38	2	1	1
74	2	1	1	1	1	1	1	38	3	1	1
41	1	2	1	1	1	1	2	37	3	1	1
57	2	2	2	2	1	1	1	37	2	1	1
57	2	0	1	2	2	2	2	37	2	1	1
58	2	5	1	2	2	1	1	37	2	1	2
58	2	5	1	2	2	1	1	37	3	1	2
58	2	2	2	2	1	1	2	37	2	1	1
59	2	2	1	2	1	2	1	37	2	1	1
60	2	0	1	1	1	2	2	37	2	1	1
61	2	5	1	1	1	1	1	37	3	1	2
61	2	3	1	2	1	1	1	37	2	1	1
61	2	1	1	2	2	2	1	37	2	1	1
62	2	2	2	2	1	2	2	37	2	1	1
63	2	1	2	2	1	2	1	37	2	1	1
65	2	1	1	1	1	1	1	37	2	1	1
75	2	1	1	1	1	1	1	37	2	1	1
56	2	3	1	2	1	1	1	36	2	1	1
56	2	1	2	1	1	2	2	36	2	1	1
57	1	2	2	2	1	1	2	36	2	1	1
57	2	2	2	2	1	2	2	36	2	1	1
59	2	3	1	2	1	2	2	36	2	1	1
59	2	1	2	2	1	2	2	36	2	1	1
60	2	0	2	1	1	2	2	36	2	1	1
60	2	0	2	2	1	1	2	36	2	1	1
63	2	2	2	2	1	1	2	36	2	1	1
64	2	1	2	2	1	1	2	36	2	1	1
65	2	0	1	2	1	2	2	36	2	1	1
66	2	0	1	2	1	1	1	36	2	1	1
69	2	5	2	2	1	1	1	36	2	1	2
73	2	5	1	2	1	1	1	36	2	1	2
53	2	2	1	2	1	2	1	35	2	1	1
53	2	1	2	1	1	1	1	35	2	1	1
54	2	4	1	2	1	1	2	35	2	1	2
54	2	3	1	2	1	1	1	35	2	1	1
54	2	2	2	2	1	1	2	35	2	1	1
55	1	2	1	2	1	1	1	35	2	1	1
56	2	0	1	2	1	1	2	35	2	1	1
59	1	0	1	2	1	2	1	35	2	1	1
61	2	0	2	2	1	1	1	35	2	1	1
62	1	0	1	2	1	2	1	35	2	1	1
63	2	4	2	2	1	2	2	35	2	1	2
63	1	2	1	2	1	2	1	35	2	1	1
63	2	1	2	2	1	1	1	35	2	1	1
63	2	1	2	2	1	1	1	35	2	1	1
64	2	5	1	1	1	2	1	35	2	1	2
65	2	5	2	2	1	1	1	35	2	1	2
66	1	2	2	1	1	1	1	35	2	1	1
67	2	1	2	1	1	1	1	35	2	1	1
69	2	5	2	1	1	2	1	35	2	1	2
53	2	2	2	2	1	1	1	34	2	1	2
54	1	2	1	2	2	2	1	34	2	1	1
55	2	5	2	2	1	1	1	34	2	1	2
55	2	2	2	1	1	2	1	34	2	1	1
56	1	2	1	2	1	1	1	34	2	1	1
58	2	1	2	2	1	2	1	34	2	1	1
58	1	1	1	2	1	2	1	34	2	1	1
58	2	0	2	2	1	2	2	34	2	1	1
59	2	1	2	2	1	1	1	34	2	1	2
60	2	1	2	2	1	1	1	34	2	1	1
69	2	0	1	1	2	1	1	34	3	1	1
30	1	5	2	1	1	1	1	33	2	1	2
34	1	4	2	1	1	1	1	33	2	1	2
38	2	2	2	1	1	1	1	33	2	1	1
42	1	3	2	2	1	1	1	33	2	1	1
43	1	5	2	2	1	1	1	33	2	1	2
44	2	5	1	2	1	1	1	33	2	1	2
44	1	2	1	2	1	1	2	33	2	1	1
45	1	2	2	1	1	1	1	33	2	1	1
45	2	2	1	2	1	1	1	33	2	1	1
45	2	1	2	1	1	1	1	33	2	1	1
45	1	0	2	1	1	1	1	33	2	1	1
46	1	5	1	1	1	1	1	33	2	1	2
47	1	5	2	1	1	2	2	33	2	1	2
47	2	1	1	2	1	2	2	33	2	1	1
48	1	3	2	1	1	1	1	33	2	1	1
48	1	1	2	2	1	1	1	33	2	1	2
48	1	0	1	2	1	1	1	33	2	1	1
49	1	5	2	2	1	1	1	33	2	1	2
49	1	5	2	1	1	1	1	33	2	1	2
49	1	3	2	1	2	1	1	33	2	1	1
49	2	3	2	1	1	1	1	33	2	1	1
50	2	3	2	1	1	1	1	33	2	1	1
50	2	2	1	1	1	2	1	33	2	1	1
50	1	1	2	2	1	1	1	33	2	1	1
50	2	1	2	2	1	1	2	33	2	1	1
50	2	0	1	1	1	1	1	33	2	1	1
50	1	0	2	1	1	1	1	33	2	1	1
51	2	4	2	2	1	1	1	33	2	1	2
51	1	4	2	1	1	1	1	33	2	1	2
51	2	2	1	1	1	1	1	33	2	1	1
51	2	2	1	1	1	1	1	33	2	1	2
51	2	1	1	1	1	1	1	33	2	1	1
51	1	0	2	1	1	1	1	33	2	1	1
51	2	0	2	2	1	1	1	33	2	1	1
52	2	4	2	1	1	1	2	33	2	1	1
52	2	3	1	2	1	1	2	33	2	1	1
52	2	2	2	1	1	1	1	33	2	1	2
52	1	1	2	2	1	2	2	33	2	1	1
52	1	1	2	2	1	2	1	33	2	1	1
52	1	1	2	2	1	1	1	33	2	1	2
52	1	0	2	2	1	1	1	33	2	1	1
52	2	0	2	2	1	2	1	33	2	1	1
52	1	0	2	2	2	1	1	33	2	1	1
52	2	0	2	2	1	2	1	33	2	1	1
53	1	5	2	2	1	1	1	33	2	1	2
53	1	5	2	1	2	2	2	33	2	1	2
53	1	3	2	1	1	1	1	33	2	1	1
53	1	3	1	2	1	2	1	33	2	1	1
53	2	2	2	2	2	1	1	33	2	1	1
53	1	0	2	2	1	1	1	33	2	1	1
53	2	0	1	2	1	1	1	33	2	1	1
53	2	0	2	1	1	1	1	33	2	1	1
54	1	4	1	2	1	1	2	33	2	1	2
54	1	2	2	1	1	1	1	33	2	1	1
54	1	1	2	2	2	1	1	33	2	1	1
54	2	1	2	1	1	1	1	33	2	1	1
54	1	0	2	1	1	1	1	33	2	1	1
54	2	0	1	1	1	1	1	33	2	1	1
54	2	0	2	2	1	1	1	33	2	1	1
55	1	5	2	2	1	1	1	33	2	1	2
55	2	5	1	2	1	1	1	33	2	1	2
55	2	4	2	2	1	1	1	33	2	1	1
55	1	3	2	2	1	1	1	33	2	1	1
55	1	3	2	2	1	2	1	33	2	1	1
55	2	2	2	1	1	1	1	33	2	1	1
55	1	2	1	1	1	2	1	33	2	1	2
55	2	2	2	1	1	2	1	33	2	1	1
55	1	2	2	1	1	2	1	33	2	1	1
55	1	0	2	1	1	1	1	33	2	1	1
55	2	0	2	1	1	1	1	33	2	1	1
56	2	3	1	1	1	2	1	33	2	1	1
56	2	2	2	2	1	1	2	33	2	1	1
56	1	2	2	2	1	1	2	33	2	1	1
56	2	2	2	2	1	2	1	33	2	1	1
56	1	2	1	1	2	1	1	33	3	1	1
56	1	1	2	1	1	1	2	33	2	1	1
56	2	1	1	2	1	1	1	33	2	1	2
56	1	1	1	1	1	1	1	33	2	1	1
56	1	0	2	2	1	1	1	33	2	1	1
56	2	0	2	2	1	1	2	33	2	1	1
56	1	0	2	1	1	2	2	33	2	1	1
56	2	0	2	2	1	1	2	33	2	1	1
56	1	0	2	2	1	1	2	33	2	1	1
56	2	0	1	1	1	1	1	33	2	1	1
57	2	5	2	1	1	2	1	33	2	1	1
57	1	5	2	1	1	1	1	33	2	1	2
57	2	4	2	2	1	1	1	33	2	1	2
57	2	4	1	1	1	1	2	33	2	1	2
57	1	4	2	1	1	2	1	33	2	1	2
57	1	3	2	2	1	1	1	33	2	1	1
57	1	3	2	1	1	2	1	33	2	1	1
57	2	2	2	1	1	1	1	33	2	1	1
57	2	2	2	1	1	1	1	33	2	1	2
57	2	2	2	1	1	2	1	33	2	1	1
57	2	2	2	1	1	1	1	33	2	1	1
57	2	2	2	1	1	1	1	33	2	1	1
57	1	1	2	2	1	1	1	33	2	1	1
57	2	1	1	2	1	1	1	33	2	1	2
57	2	1	1	1	1	1	1	33	2	1	1
57	1	1	2	2	1	2	2	33	2	1	1
57	1	1	1	1	1	1	1	33	2	1	2
57	1	0	2	2	1	1	1	33	2	1	1
57	1	0	2	2	1	1	1	33	2	1	1
57	1	0	2	1	1	1	1	33	2	1	1
57	1	0	2	1	1	1	1	33	2	1	1
57	1	0	2	2	2	2	2	33	2	1	1
57	2	0	2	1	1	1	1	33	2	1	1
57	2	0	2	1	1	1	1	33	2	1	1
57	1	0	1	1	1	1	1	33	2	1	1
58	2	5	2	1	1	1	1	33	2	1	2
58	2	5	2	1	1	1	1	33	2	1	2
58	1	4	1	1	1	1	1	33	2	1	2
58	1	4	2	1	1	1	1	33	2	1	2
58	2	3	2	2	1	1	1	33	2	1	1
58	1	2	2	1	1	2	1	33	2	1	2
58	2	1	2	1	1	1	1	33	2	1	1
58	2	1	2	2	1	1	1	33	2	1	1
58	2	1	2	2	1	2	1	33	2	1	1
58	1	1	2	1	1	1	1	33	2	1	1
58	2	1	2	2	1	2	2	33	2	1	1
58	2	1	1	2	1	1	1	33	2	1	1
58	2	1	2	1	1	1	1	33	2	1	1
58	1	0	2	1	1	2	1	33	2	1	1
58	2	0	2	2	1	1	1	33	2	1	1
58	1	0	2	1	1	1	1	33	2	1	1
58	2	0	2	1	1	1	1	33	2	1	1
59	1	5	2	2	1	1	1	33	2	1	2
59	1	5	2	2	1	2	1	33	2	1	2
59	1	4	2	1	1	1	1	33	2	1	2
59	2	3	2	1	2	1	2	33	2	1	1
59	2	2	2	1	1	2	2	33	2	1	1
59	2	2	2	1	1	2	1	33	2	1	1
59	2	1	1	2	1	2	2	33	2	1	1
59	2	1	1	2	1	1	1	33	2	1	1
59	2	1	2	2	1	1	1	33	2	1	1
59	1	1	2	1	1	1	1	33	2	1	2
59	2	1	2	1	1	2	2	33	2	1	1
59	1	1	2	1	1	1	1	33	2	1	1
59	2	0	2	1	1	1	1	33	2	1	1
59	1	0	2	1	1	1	1	33	2	1	1
59	1	0	2	1	1	2	1	33	2	1	1
59	1	0	2	1	1	1	1	33	2	1	1
59	1	0	1	1	1	1	1	33	2	1	1
59	1	0	2	1	1	1	1	33	2	1	1
59	2	0	2	2	1	1	1	33	2	1	1
60	2	5	2	2	1	1	1	33	2	1	2
60	1	5	2	2	1	1	1	33	2	1	2
60	2	5	1	1	1	1	1	33	2	1	2
60	1	3	2	1	1	1	1	33	2	1	1
60	2	2	2	2	1	1	1	33	2	1	1
60	2	2	1	1	1	1	1	33	2	1	1
60	2	2	2	2	1	1	1	33	2	1	1
60	2	2	2	2	1	1	1	33	2	1	2
60	2	2	2	1	1	1	1	33	2	1	1
60	1	1	2	2	1	1	1	33	2	1	1
60	2	1	2	1	1	1	1	33	2	1	1
60	2	1	2	1	1	1	1	33	2	1	1
60	2	1	1	1	1	1	1	33	2	1	1
60	2	0	2	2	1	1	1	33	2	1	1
60	2	0	2	1	1	1	1	33	2	1	1
60	2	0	2	1	1	1	1	33	2	1	1
60	2	0	2	1	1	2	1	33	2	1	1
60	2	0	2	2	1	1	1	33	2	1	1
60	2	0	2	2	2	1	1	33	2	1	1
60	2	0	2	1	1	1	1	33	2	1	1
60	1	0	2	1	1	1	1	33	2	1	1
60	1	0	2	2	1	2	2	33	2	1	1
60	1	0	1	2	1	1	1	33	2	1	1
60	1	0	2	2	1	2	2	33	2	1	1
60	2	0	1	2	1	1	1	33	2	1	1
60	2	0	2	2	1	1	1	33	2	1	1
61	2	5	1	1	1	1	1	33	2	1	2
61	1	4	2	1	1	1	1	33	2	1	2
61	1	4	2	2	1	2	1	33	2	1	1
61	2	3	2	1	1	1	1	33	2	1	1
61	1	2	2	1	1	1	1	33	2	1	1
61	1	1	2	2	1	1	1	33	2	1	1
61	2	1	2	2	1	1	1	33	2	1	1
61	2	1	2	1	1	1	1	33	2	1	1
61	2	1	2	1	1	2	1	33	2	1	1
61	2	1	2	2	1	1	1	33	2	1	2
61	2	1	2	1	1	1	1	33	2	1	1
61	2	1	1	1	1	1	1	33	2	1	1
61	2	1	1	2	1	1	1	33	2	1	1
61	2	0	2	1	1	1	1	33	2	1	1
61	1	0	2	1	1	1	1	33	2	1	1
61	2	0	2	1	1	1	1	33	2	1	1
61	2	0	2	2	1	1	1	33	2	1	1
61	2	0	2	1	1	1	1	33	2	1	1
61	1	0	2	2	1	1	1	33	2	1	1
61	1	0	2	2	1	1	1	33	2	1	1
61	1	0	2	1	1	1	1	33	2	1	1
61	1	0	2	1	1	1	2	33	2	1	1
61	2	0	2	1	1	1	1	33	2	1	1
61	2	0	1	1	1	2	1	33	2	1	1
61	2	0	2	1	1	1	1	33	2	1	1
61	2	0	1	1	1	1	1	33	2	1	1
61	2	0	1	1	1	1	1	33	2	1	1
61	1	0	2	2	1	1	1	33	2	1	1
61	2	0	1	1	1	1	1	33	2	1	1
61	1	0	2	1	1	2	1	33	2	1	1
61	1	0	1	1	1	2	1	33	2	1	1
61	2	0	2	2	1	1	1	33	2	1	1
61	1	0	1	1	1	2	1	33	3	1	1
62	1	5	1	2	1	1	2	33	2	1	2
62	1	5	1	1	1	1	1	33	2	1	2
62	2	4	2	1	1	1	1	33	2	1	1
62	2	2	2	1	2	1	2	33	2	1	1
62	1	2	2	1	1	1	1	33	2	1	1
62	2	2	2	2	2	1	1	33	2	1	1
62	2	2	2	1	1	1	1	33	2	1	1
62	2	1	2	2	1	2	1	33	2	1	2
62	2	1	2	2	1	2	1	33	2	1	1
62	1	1	2	2	1	1	1	33	2	1	2
62	2	0	2	1	1	2	1	33	2	1	1
62	1	0	2	2	2	1	1	33	2	1	1
62	1	0	2	1	1	1	1	33	2	1	1
62	1	0	1	2	1	1	1	33	2	1	1
63	2	5	2	1	1	1	1	33	2	1	2
63	1	5	2	1	1	1	1	33	2	1	2
63	2	3	2	1	1	1	1	33	2	1	1
63	2	2	2	2	1	2	1	33	2	1	1
63	1	1	2	1	1	1	1	33	2	1	1
63	2	1	2	2	1	2	1	33	2	1	1
63	1	1	2	1	1	2	1	33	2	1	2
63	2	1	1	1	1	1	1	33	2	1	2
63	2	0	2	1	1	1	2	33	2	1	1
63	2	0	1	1	1	1	1	33	2	1	1
63	1	0	1	1	1	1	1	33	2	1	1
63	2	0	2	1	1	1	1	33	2	1	1
63	2	0	1	1	1	1	1	33	2	1	1
63	2	0	2	2	1	1	1	33	2	1	1
63	2	0	2	2	1	1	1	33	2	1	1
63	1	0	2	1	1	2	1	33	2	1	1
64	1	5	2	1	1	1	1	33	2	1	2
64	2	5	1	1	1	1	1	33	2	1	2
64	2	5	1	1	1	1	1	33	2	1	2
64	1	5	1	2	1	1	1	33	2	1	2
64	2	4	1	2	2	1	1	33	2	1	2
64	2	2	2	1	1	1	1	33	2	1	1
64	2	2	2	1	1	1	1	33	2	1	1
64	2	2	2	1	1	1	1	33	2	1	1
64	2	2	1	1	1	1	1	33	2	1	2
64	2	1	2	2	1	1	1	33	2	1	1
64	1	0	1	1	1	1	1	33	2	1	1
64	2	0	1	1	1	1	1	33	2	1	1
64	2	0	2	2	1	2	1	33	2	1	1
64	2	0	1	1	1	1	1	33	2	1	1
64	2	0	1	2	1	2	1	33	2	1	1
64	2	0	2	2	1	1	2	33	2	1	1
65	1	5	2	2	1	1	1	33	2	1	2
65	2	5	2	1	1	1	1	33	2	1	1
65	2	5	2	2	1	1	1	33	2	1	2
65	2	4	1	1	1	1	1	33	2	1	2
65	1	2	2	2	1	2	2	33	2	1	1
65	1	2	2	1	1	1	1	33	2	1	1
65	2	2	2	1	1	1	1	33	2	1	1
65	1	1	2	2	1	1	1	33	2	1	1
65	2	1	2	1	1	1	1	33	2	1	2
65	2	0	2	2	1	1	1	33	2	1	1
65	2	0	2	1	1	1	1	33	2	1	1
65	1	0	1	1	1	1	1	33	2	1	1
65	1	0	2	1	1	1	1	33	2	1	1
65	2	0	2	1	1	1	1	33	2	1	1
65	2	0	2	1	1	1	1	33	2	1	1
65	1	0	1	1	1	1	1	33	2	1	1
65	2	0	2	1	1	1	1	33	2	1	1
65	2	0	1	2	1	1	1	33	2	1	1
66	1	5	2	1	1	1	1	33	2	1	2
66	1	5	2	2	1	1	1	33	2	1	2
66	1	5	2	1	1	1	1	33	2	1	2
66	1	5	2	1	1	1	1	33	2	1	2
66	1	4	2	1	1	1	2	33	2	1	2
66	2	3	2	2	1	1	1	33	2	1	1
66	1	2	2	1	1	2	1	33	2	1	2
66	2	2	1	1	1	1	1	33	2	1	1
66	2	2	2	1	1	1	1	33	2	1	2
66	2	2	2	2	1	1	1	33	2	1	1
66	2	1	1	1	1	1	1	33	2	1	1
66	2	1	2	1	1	1	1	33	2	1	1
66	2	1	2	1	1	1	1	33	2	1	1
66	2	1	1	1	1	1	1	33	2	1	1
66	1	0	2	1	1	1	1	33	2	1	1
66	2	0	1	1	1	1	1	33	2	1	1
66	2	0	2	2	1	2	1	33	2	1	1
66	1	0	2	1	1	1	1	33	2	1	1
66	2	0	2	1	1	1	1	33	2	1	1
67	2	5	2	2	1	2	2	33	2	1	2
67	1	5	2	1	1	1	1	33	2	1	2
67	2	4	1	1	2	1	1	33	2	1	2
67	2	3	2	2	1	1	2	33	2	1	1
67	2	3	2	1	1	1	1	33	2	1	1
67	2	2	2	1	1	1	2	33	2	1	1
67	2	2	1	1	1	1	1	33	2	1	1
67	2	1	1	1	1	1	1	33	2	1	2
67	2	1	2	1	1	1	1	33	2	1	1
67	2	0	2	1	1	1	1	33	2	1	1
67	1	0	2	2	1	2	2	33	2	1	1
67	2	0	2	1	1	1	1	33	2	1	1
67	1	0	2	1	1	1	1	33	2	1	1
67	1	0	2	1	1	1	1	33	2	1	1
68	2	4	2	1	1	1	1	33	2	1	2
68	2	4	1	1	1	2	1	33	2	1	2
68	2	2	2	1	1	1	1	33	2	1	1
68	2	2	2	1	1	1	1	33	2	1	1
68	2	1	2	1	1	2	1	33	2	1	1
68	2	1	2	1	1	1	1	33	2	1	1
68	1	1	2	2	1	2	1	33	2	1	1
68	2	1	2	1	1	1	1	33	2	1	1
68	2	1	2	2	1	2	1	33	2	1	1
68	1	0	2	1	1	1	1	33	2	1	1
68	2	0	2	1	1	2	1	33	2	1	1
68	1	0	2	2	1	1	2	33	2	1	1
68	1	0	2	1	2	1	1	33	2	1	1
68	2	0	2	1	1	1	1	33	2	1	1
68	2	0	1	1	1	1	1	33	2	1	1
68	2	0	1	2	1	1	1	33	2	1	1
68	2	0	2	1	1	1	1	33	2	1	1
68	2	0	2	1	1	1	1	33	2	1	1
68	2	0	2	2	1	2	1	33	2	1	1
69	2	5	2	1	1	1	1	33	2	1	1
69	2	5	2	1	1	2	2	33	2	1	2
69	1	5	2	1	1	1	1	33	2	1	2
69	2	5	2	2	1	2	1	33	2	1	2
69	2	5	1	2	1	1	1	33	2	1	2
69	2	3	1	1	1	1	1	33	2	1	1
69	2	2	2	1	2	2	2	33	2	1	1
69	1	2	1	1	1	2	1	33	2	1	1
69	2	1	2	1	1	2	2	33	2	1	1
69	1	1	2	2	1	2	2	33	2	1	1
69	2	1	2	2	1	2	1	33	2	1	1
69	2	1	2	2	1	1	1	33	2	1	1
69	2	1	2	1	1	1	1	33	2	1	1
69	2	1	1	1	1	1	1	33	2	1	1
69	1	1	1	2	1	1	1	33	2	1	1
69	1	1	2	2	1	1	2	33	2	1	1
69	2	0	2	1	1	1	1	33	2	1	1
69	2	0	2	2	1	1	2	33	2	1	1
69	1	0	2	2	1	2	2	33	2	1	1
69	1	0	1	1	1	1	2	33	2	1	1
69	1	0	2	1	1	2	1	33	2	1	1
69	2	0	2	1	2	1	1	33	2	1	1
69	2	0	1	2	1	1	1	33	2	1	1
69	2	0	2	1	1	2	1	33	2	1	1
69	1	0	2	1	1	1	1	33	2	1	1
69	2	0	2	1	1	1	1	33	2	1	1
69	2	0	2	1	1	1	1	33	2	1	1
69	1	0	1	1	1	1	1	33	2	1	1
69	2	0	2	1	1	1	1	33	2	1	1
71	2	5	2	1	1	2	1	33	2	1	2
71	2	5	1	1	1	1	1	33	2	1	2
71	2	4	2	1	1	2	2	33	2	1	2
71	2	4	1	1	1	1	1	33	2	1	2
72	2	5	2	1	1	2	1	33	2	1	2
72	2	5	2	2	1	1	1	33	2	1	2
72	2	5	1	1	1	1	1	33	2	1	2
72	2	5	1	1	1	1	1	33	2	1	2
72	2	4	2	1	1	2	1	33	2	1	2
73	1	5	2	1	1	1	1	33	2	1	2
73	1	5	2	1	1	1	2	33	2	1	2
73	1	5	2	1	1	1	1	33	2	1	2
73	2	2	2	1	1	1	1	33	2	1	1
73	2	1	2	1	2	1	1	33	2	1	1
73	2	1	1	1	1	1	1	33	2	1	1
73	2	0	2	2	1	2	2	33	2	1	1
73	2	0	2	1	1	1	1	33	2	1	1
73	2	0	1	2	1	1	1	33	2	1	1
73	1	0	2	2	1	1	1	33	2	1	1
73	2	0	2	1	2	1	2	33	2	1	1
73	2	0	2	2	1	1	1	33	2	1	1
73	1	0	2	1	2	1	1	33	2	1	1
73	1	0	2	1	1	1	1	33	2	1	1
73	1	0	2	2	1	1	1	33	2	1	1
73	2	0	2	1	1	1	1	33	2	1	1
73	2	0	2	1	1	1	1	33	2	1	1
73	1	0	2	1	1	1	1	33	2	1	1
74	1	5	2	2	1	1	2	33	2	1	2
74	2	5	1	1	1	1	1	33	2	1	2
74	2	4	1	1	1	2	2	33	2	1	2
74	2	3	1	1	1	1	1	33	2	1	1
74	2	1	1	2	1	1	1	33	2	1	2
74	2	1	2	2	1	1	1	33	2	1	1
74	2	1	2	1	1	2	1	33	2	1	1
74	1	0	2	1	1	1	1	33	2	1	1
74	1	0	2	1	1	1	1	33	2	1	1
74	2	0	2	2	1	1	2	33	2	1	1
74	1	0	1	2	2	2	2	33	2	1	1
74	1	0	2	2	1	2	2	33	2	1	1
74	2	0	2	2	1	1	1	33	2	1	1
74	2	0	2	1	1	1	1	33	2	1	1
74	1	0	2	1	1	1	1	33	2	1	1
74	1	0	2	1	1	1	1	33	2	1	1
74	2	0	2	2	1	1	1	33	2	1	1
74	1	0	2	2	2	1	1	33	2	1	1
75	2	5	2	1	1	2	1	33	2	1	2
75	1	5	2	1	1	1	1	33	2	1	2
75	2	5	1	1	1	1	1	33	2	1	2
75	1	5	2	1	1	1	1	33	2	1	2
75	2	5	2	1	1	1	1	33	2	1	2
75	2	5	2	1	1	2	1	33	2	1	2
75	2	4	2	2	1	2	1	33	2	1	2
75	2	4	1	1	1	1	1	33	2	1	1
75	2	3	2	1	1	1	1	33	2	1	1
75	2	1	2	1	1	1	1	33	2	1	1
75	1	1	2	1	1	1	1	33	2	1	2
75	2	1	1	1	1	2	1	33	2	1	1
75	2	0	2	1	1	1	1	33	2	1	1
75	2	0	2	1	1	1	1	33	2	1	1
75	2	0	2	2	1	1	1	33	2	1	1
75	1	0	2	1	1	1	1	33	2	1	1
75	2	0	1	2	1	1	1	33	2	1	1
75	1	0	2	1	1	1	1	33	2	1	1
75	1	0	2	1	1	1	2	33	2	1	1
75	1	0	2	1	1	1	1	33	2	1	1
75	2	0	2	1	1	1	1	33	2	1	1
75	1	0	1	1	1	1	1	33	2	1	1
76	2	1	1	2	1	1	2	33	2	1	1
76	1	0	2	1	1	1	1	33	2	1	1
76	1	0	1	2	1	1	1	33	2	1	1
77	2	4	2	1	1	1	1	33	2	1	2
23	2	2	2	1	1	1	1	32	2	1	1
42	2	2	2	2	1	2	2	32	2	1	1
44	2	3	1	1	1	1	2	32	2	1	1
50	2	1	2	2	1	2	1	32	2	1	2
52	1	3	1	2	1	1	2	32	2	1	1
54	2	0	1	2	1	2	1	32	2	1	1
55	1	5	2	2	1	1	2	32	2	1	1
55	2	5	1	1	1	2	2	32	2	1	2
