edad	sexo	nrodepen	fonopart	fonolab	autovaluo	esaval	tieneaval	antiguedad	tiporenta	dpto	morosidad
42	2	3	2	1	1	1	1	14	3	2	1
42	2	3	1	1	1	1	1	14	3	2	1
42	2	2	2	2	1	1	1	14	2	2	1
42	2	2	2	1	1	1	1	14	2	2	1
42	2	2	2	2	1	1	1	14	2	2	1
42	1	2	1	2	1	1	1	14	2	2	1
42	2	2	1	2	1	1	2	14	2	2	1
42	1	2	1	2	1	2	1	14	2	2	1
42	2	2	1	2	1	1	1	14	2	2	1
42	2	2	1	2	1	2	2	14	2	2	2
42	2	2	2	1	2	1	1	14	3	2	1
42	2	2	1	1	1	1	1	14	3	2	1
42	2	2	2	2	2	1	1	14	3	2	1
42	2	2	1	1	1	1	2	14	3	2	1
42	2	2	1	1	2	1	1	14	3	2	1
42	1	2	2	2	1	2	2	14	3	2	1
42	2	2	1	1	1	1	1	14	3	2	1
42	1	2	1	1	1	1	1	14	3	2	1
42	2	1	1	2	1	1	2	14	2	2	1
42	2	1	2	1	1	1	1	14	3	2	1
42	1	1	2	2	2	1	1	14	3	2	1
42	1	1	1	1	1	1	1	14	3	2	1
42	1	1	1	1	1	1	1	14	3	2	1
42	2	0	2	2	1	2	2	14	2	2	1
42	2	0	2	2	1	2	2	14	2	2	1
42	2	0	2	2	1	2	2	14	2	2	1
42	1	0	2	2	1	1	2	14	2	2	1
42	1	0	2	2	1	1	1	14	2	2	1
42	1	0	1	2	1	1	1	14	2	2	1
42	1	0	2	1	2	2	1	14	3	2	1
42	1	0	1	1	1	1	1	14	3	2	1
42	2	0	1	1	1	1	1	14	3	2	1
42	1	0	1	2	1	1	1	14	3	2	1
42	2	0	2	2	1	1	1	14	3	2	1
43	1	5	1	1	1	1	1	14	3	2	2
43	2	3	2	2	1	2	2	14	2	2	1
43	2	3	1	1	1	1	1	14	3	2	1
43	1	3	2	2	1	2	1	14	3	2	1
43	2	3	2	1	2	1	1	14	3	2	1
43	2	3	1	1	1	1	1	14	3	2	1
43	2	2	2	2	1	1	1	14	2	2	1
43	2	2	2	2	1	1	1	14	2	2	1
43	2	2	1	2	1	1	2	14	2	2	1
43	2	2	1	2	1	2	2	14	2	2	1
43	1	2	2	2	1	2	2	14	2	2	1
43	1	2	1	2	1	1	1	14	2	2	1
43	2	2	1	2	1	1	1	14	2	2	1
43	1	2	2	2	1	1	1	14	3	2	1
43	2	2	2	2	2	2	1	14	3	2	1
43	2	2	2	1	1	1	1	14	3	2	1
43	1	2	2	2	2	1	1	14	3	2	1
43	2	2	1	1	2	1	1	14	3	2	1
43	2	2	2	2	1	1	2	14	3	2	1
43	2	2	1	1	1	1	1	14	3	2	1
43	2	2	1	1	1	1	1	14	3	2	1
43	2	2	1	1	2	1	1	14	3	2	1
43	2	2	1	1	2	1	1	14	3	2	1
43	2	2	2	2	1	2	2	14	3	2	1
43	2	1	2	2	1	1	1	14	2	2	1
43	2	1	1	2	1	1	2	14	2	2	1
43	1	1	2	1	2	1	1	14	2	2	1
43	2	1	2	2	1	2	1	14	2	2	1
43	1	1	2	2	1	1	1	14	2	2	1
43	2	1	2	2	1	1	1	14	3	2	1
43	1	1	1	2	2	1	1	14	3	2	1
43	1	1	1	1	1	1	1	14	3	2	1
43	1	1	2	2	1	2	1	14	3	2	1
43	1	1	1	1	1	1	1	14	3	2	1
43	2	1	2	2	1	2	2	14	3	2	1
43	1	0	1	2	1	1	1	14	2	2	1
43	2	0	1	2	1	1	2	14	2	2	1
43	1	0	2	2	1	1	1	14	2	2	1
43	2	0	1	1	1	1	1	14	3	2	1
43	2	0	1	1	1	1	2	14	3	2	1
43	2	0	2	1	2	1	1	14	3	2	1
44	1	5	1	1	2	1	1	14	3	2	1
44	1	5	2	1	1	1	1	14	3	2	2
44	2	4	1	2	1	2	2	14	2	2	2
44	1	4	1	1	2	1	1	14	3	2	1
44	2	3	1	2	1	1	2	14	2	2	1
44	2	3	2	2	1	1	1	14	3	2	1
44	1	3	1	1	2	1	1	14	3	2	1
44	1	3	2	1	1	1	1	14	3	2	1
44	1	3	1	1	2	1	1	14	3	2	1
44	2	3	1	1	1	2	2	14	3	2	1
44	2	3	2	1	1	1	1	14	3	2	1
44	1	2	2	2	1	1	2	14	2	2	1
44	1	2	2	2	2	1	1	14	2	2	1
44	1	2	1	2	1	2	1	14	2	2	1
44	1	2	2	2	1	2	1	14	2	2	1
44	2	2	1	1	2	1	1	14	3	2	1
44	2	2	1	1	1	2	2	14	3	2	1
44	1	2	1	1	1	1	1	14	3	2	1
44	1	2	1	1	1	1	1	14	3	2	1
44	1	2	1	1	1	1	1	14	3	2	1
44	2	2	2	2	1	1	1	14	3	2	1
44	1	2	1	1	1	1	1	14	3	2	1
44	1	2	2	2	1	1	1	14	3	2	1
44	2	2	1	1	1	1	1	14	3	2	1
44	2	2	2	1	1	1	1	14	3	2	1
44	1	2	2	2	1	2	2	14	3	2	1
44	1	2	2	1	1	1	2	14	3	2	1
44	2	2	1	1	1	2	1	14	3	2	1
44	1	1	2	2	1	1	1	14	2	2	1
44	2	1	2	1	1	1	2	14	2	2	1
44	2	1	1	2	1	2	2	14	2	2	1
44	2	1	2	2	1	2	1	14	2	2	1
44	2	1	1	2	1	1	2	14	2	2	1
44	2	1	1	1	1	1	1	14	3	2	1
44	2	1	1	1	1	1	1	14	3	2	1
44	2	1	1	2	2	2	1	14	3	2	1
44	1	1	1	1	2	1	2	14	3	2	1
44	2	1	2	1	2	1	1	14	3	2	1
44	2	0	2	2	1	2	2	14	2	2	1
44	1	0	1	2	2	1	1	14	2	2	1
44	1	0	2	2	1	1	1	14	2	2	1
44	1	0	1	2	1	1	1	14	2	2	1
44	2	0	1	2	1	1	1	14	2	2	1
45	2	5	1	1	1	1	1	14	3	2	1
45	2	4	2	1	1	1	2	14	2	2	2
45	2	3	1	2	1	2	1	14	2	2	1
45	2	3	2	2	2	1	2	14	3	2	1
45	1	3	2	2	1	1	2	14	3	2	1
45	1	3	1	1	1	1	1	14	3	2	1
45	2	3	1	1	1	1	1	14	3	2	1
45	1	3	1	1	2	1	1	14	3	2	1
45	2	2	2	2	1	1	1	14	2	2	1
45	2	2	2	2	1	1	1	14	2	2	1
45	2	2	2	2	1	1	1	14	2	2	1
45	2	2	1	2	1	1	1	14	2	2	2
45	2	2	2	1	2	1	1	14	3	2	1
45	1	2	1	1	1	2	2	14	3	2	1
45	1	2	1	1	1	1	2	14	3	2	1
45	1	2	1	1	2	2	1	14	3	2	1
45	2	2	1	1	1	1	1	14	3	2	1
45	2	2	2	1	1	1	1	14	3	2	1
45	2	1	2	1	1	1	2	14	2	2	1
45	2	1	2	2	1	1	2	14	2	2	1
45	2	1	2	1	2	1	2	14	2	2	1
45	2	1	1	2	1	2	1	14	2	2	1
45	2	1	1	1	1	2	1	14	3	2	1
45	1	1	1	1	1	1	1	14	3	2	1
45	2	1	2	2	1	1	1	14	3	2	1
45	1	1	1	1	1	1	1	14	3	2	1
45	1	1	2	2	2	1	1	14	3	2	1
45	2	1	2	1	1	1	1	14	3	2	1
45	2	0	2	2	1	1	1	14	2	2	1
45	2	0	1	2	1	1	2	14	2	2	1
45	2	0	2	2	1	1	2	14	2	2	1
45	1	0	2	2	1	1	1	14	2	2	1
45	2	0	1	1	1	1	1	14	3	2	1
45	1	0	1	1	1	2	2	14	3	2	1
46	2	5	1	2	2	2	2	14	2	2	2
46	2	3	2	2	1	1	1	14	2	2	1
46	2	3	1	2	2	2	2	14	2	2	1
46	2	2	2	2	1	1	2	14	2	2	1
46	1	2	2	2	1	2	2	14	2	2	1
46	1	2	1	1	1	1	1	14	3	2	1
46	1	2	1	1	1	1	1	14	3	2	1
46	2	2	1	1	2	1	1	14	3	2	1
46	2	1	1	2	1	2	1	14	2	2	1
46	2	0	1	1	1	1	1	14	3	2	1
47	2	4	1	1	2	1	2	14	3	2	1
47	1	3	2	2	1	1	1	14	3	2	1
47	1	3	1	1	1	1	1	14	3	2	1
47	2	3	1	1	1	1	1	14	3	2	1
47	2	2	2	2	2	2	1	14	3	2	1
47	2	2	2	2	1	2	2	14	3	2	1
47	2	2	2	1	1	2	2	14	3	2	1
47	2	2	2	2	2	1	2	14	3	2	1
47	1	1	2	1	2	1	1	14	3	2	1
47	2	1	2	1	2	1	1	14	3	2	1
48	2	5	2	2	1	2	2	14	2	2	1
48	1	4	2	1	2	1	1	14	3	2	2
48	2	2	1	2	1	1	2	14	2	2	1
48	2	2	2	2	1	2	2	14	2	2	1
48	2	2	1	2	1	1	2	14	2	2	1
48	1	2	2	2	1	1	1	14	2	2	2
48	2	2	1	2	1	2	2	14	2	2	1
48	2	2	1	1	1	1	1	14	3	2	1
48	1	2	1	1	1	1	1	14	3	2	1
48	1	2	1	1	1	2	1	14	3	2	1
48	1	1	2	2	2	2	1	14	3	2	1
48	2	0	1	2	1	1	1	14	2	2	1
48	2	0	2	2	1	2	2	14	3	2	1
48	1	0	1	1	1	2	2	14	3	2	1
49	1	4	1	1	1	1	1	14	2	2	2
49	1	4	1	1	1	1	1	14	3	2	2
49	2	3	1	2	1	1	2	14	2	2	1
49	2	3	2	2	2	2	2	14	3	2	1
49	1	3	1	1	2	1	1	14	3	2	1
49	2	3	1	1	1	1	1	14	3	2	1
49	2	3	1	1	2	1	1	14	3	2	1
49	1	2	1	2	1	2	2	14	2	2	1
49	2	1	1	1	1	1	1	14	3	2	1
49	1	0	2	2	1	1	1	14	3	2	1
50	1	3	1	1	2	1	1	14	2	2	1
50	1	3	1	1	1	1	1	14	3	2	1
50	1	3	1	1	1	1	1	14	3	2	1
50	1	2	2	2	1	1	2	14	2	2	1
50	2	2	1	1	1	1	1	14	3	2	1
50	2	2	2	2	2	1	1	14	3	2	1
50	1	2	1	1	1	1	1	14	3	2	1
50	2	2	1	1	1	1	1	14	3	2	1
50	1	1	1	2	1	1	1	14	2	2	1
50	2	1	1	1	2	1	2	14	3	2	1
50	1	1	1	1	2	1	1	14	3	2	1
50	1	1	1	1	1	1	2	14	3	2	1
50	2	0	2	2	1	1	1	14	2	2	1
50	1	0	1	2	1	1	1	14	2	2	1
51	2	4	1	1	1	1	1	14	3	2	1
51	2	3	2	2	1	2	1	14	2	2	1
51	2	3	1	2	2	2	2	14	2	2	1
51	2	2	1	2	1	1	1	14	3	2	1
51	1	2	1	1	2	1	1	14	3	2	1
51	1	2	1	2	1	1	1	14	3	2	1
51	2	2	1	1	2	1	1	14	3	2	1
51	2	2	1	1	1	1	1	14	3	2	1
51	2	1	1	1	1	1	1	14	3	2	1
51	2	1	1	1	1	1	1	14	3	2	1
51	1	1	1	1	1	1	1	14	3	2	1
51	2	1	1	1	1	2	2	14	3	2	1
51	1	0	2	2	1	1	1	14	2	2	1
52	2	5	1	1	1	1	1	14	3	2	2
52	1	4	2	2	1	2	2	14	3	2	2
52	2	3	2	1	2	1	1	14	3	2	1
52	2	1	1	2	1	2	1	14	2	2	1
52	2	1	2	2	1	1	2	14	2	2	1
52	1	1	2	2	1	1	1	14	2	2	1
52	1	1	2	2	1	1	1	14	2	2	1
52	2	1	2	2	1	1	2	14	3	2	1
52	1	0	2	1	1	1	1	14	2	2	1
53	1	5	2	2	1	2	1	14	2	2	2
53	2	4	1	2	1	2	2	14	2	2	2
53	1	3	1	1	1	1	1	14	3	2	1
53	2	3	2	2	2	2	1	14	3	2	1
53	2	3	2	1	2	1	1	14	3	2	1
53	2	2	2	1	2	1	1	14	3	2	1
53	1	2	1	1	1	1	1	14	3	2	1
53	2	2	1	1	1	2	1	14	3	2	1
53	2	2	1	1	1	1	1	14	3	2	1
53	1	1	1	2	2	1	1	14	3	2	1
53	2	1	1	1	1	1	2	14	3	2	1
53	2	0	1	1	1	1	1	14	3	2	1
53	2	0	2	1	2	1	1	14	3	2	1
54	2	3	2	2	1	1	2	14	2	2	1
54	2	3	1	2	1	1	2	14	2	2	1
54	2	2	2	2	1	2	1	14	2	2	1
54	1	2	2	2	1	1	1	14	3	2	1
54	1	1	1	1	1	1	1	14	3	2	1
54	1	1	1	1	2	1	1	14	3	2	1
54	1	0	2	2	1	2	2	14	3	2	1
55	1	4	1	1	2	2	2	14	3	2	1
55	2	3	2	2	2	2	2	14	2	2	1
55	2	3	2	2	2	1	1	14	3	2	1
55	2	2	2	2	2	1	2	14	2	2	1
55	1	1	1	1	1	1	1	14	3	2	1
55	1	1	1	1	1	1	1	14	3	2	1
55	1	1	2	2	2	1	1	14	3	2	1
55	2	1	1	1	1	1	1	14	3	2	1
55	2	1	2	2	2	1	1	14	3	2	1
55	1	0	2	1	1	1	1	14	3	2	1
56	2	5	1	2	1	1	2	14	2	2	2
56	2	2	2	1	1	2	2	14	2	2	1
56	2	2	2	1	1	1	1	14	2	2	1
56	2	2	2	1	2	2	2	14	3	2	1
56	1	1	2	2	1	1	1	14	2	2	1
56	2	1	1	1	1	1	1	14	3	2	1
56	2	1	1	1	1	2	1	14	3	2	1
56	1	1	1	1	2	2	1	14	3	2	1
56	1	1	1	1	1	1	1	14	3	2	1
56	1	0	1	2	1	1	1	14	2	2	1
56	2	0	1	1	1	1	1	14	3	2	1
56	2	0	1	1	1	1	1	14	3	2	1
57	1	2	2	1	2	1	2	14	3	2	1
57	1	0	1	1	1	1	1	14	3	2	1
58	2	3	1	2	2	2	1	14	2	2	1
58	2	3	1	1	1	1	1	14	2	2	1
59	2	5	1	2	2	2	1	14	2	2	2
59	1	4	1	1	1	1	1	14	3	2	1
59	2	2	2	2	1	1	1	14	3	2	1
59	1	2	1	1	2	1	1	14	3	2	1
59	2	0	1	1	2	1	1	14	3	2	1
59	1	0	1	1	1	1	1	14	3	2	1
59	1	0	2	1	1	1	1	14	3	2	1
60	2	3	2	1	1	1	1	14	3	2	1
60	1	3	1	1	2	1	1	14	3	2	1
60	2	2	1	1	1	1	1	14	3	2	1
60	2	1	1	1	1	2	2	14	3	2	1
60	1	1	2	1	1	1	1	14	3	2	1
60	2	0	2	2	1	2	1	14	3	2	1
60	1	0	2	1	2	1	1	14	3	2	1
60	2	0	1	1	1	1	1	14	3	2	1
60	1	0	1	1	1	1	1	14	3	2	1
61	2	3	2	1	2	1	1	14	3	2	1
61	2	2	1	2	2	1	1	14	2	2	1
61	2	1	1	1	1	1	1	14	2	2	1
61	2	1	1	2	1	1	2	14	2	2	1
61	1	0	2	2	1	1	1	14	2	2	1
62	2	3	1	1	1	2	2	14	2	2	1
62	2	1	2	1	1	1	1	14	3	2	1
62	1	0	2	2	2	1	1	14	2	2	1
63	1	5	1	1	1	1	1	14	3	2	2
63	2	2	1	1	1	1	1	14	3	2	1
63	1	2	2	2	1	1	1	14	3	2	1
63	1	0	2	2	1	1	1	14	3	2	1
63	1	0	1	1	1	1	1	14	3	2	1
64	2	4	1	1	2	2	2	14	2	2	2
64	2	3	1	1	1	2	1	14	3	2	1
64	1	2	2	2	2	2	1	14	3	2	1
65	2	1	2	2	2	1	1	14	3	2	1
66	1	2	2	2	2	2	2	14	2	2	1
68	2	1	2	2	1	1	1	14	2	2	1
69	2	2	2	1	1	1	1	14	3	2	1
69	1	1	1	1	2	1	1	14	3	2	1
69	1	1	1	1	1	1	1	14	3	2	1
69	2	0	1	1	2	1	2	14	3	2	1
69	1	0	1	1	1	1	2	14	3	2	1
69	2	0	1	2	1	1	1	14	3	2	1
69	2	0	2	1	2	2	1	14	3	2	1
73	1	5	2	2	2	1	1	14	3	2	2
73	2	2	2	1	2	2	1	14	3	2	1
74	2	1	2	2	1	1	1	14	2	2	1
74	2	0	2	1	1	2	1	14	2	2	1
74	1	0	1	1	1	1	1	14	3	2	1
75	1	0	1	2	1	1	1	14	2	2	1
75	1	0	1	1	1	1	1	14	3	2	1
75	2	0	2	1	2	1	1	14	3	2	1
76	1	0	2	2	1	1	1	14	3	2	1
24	1	0	2	2	1	1	1	13	2	2	1
25	2	0	2	2	1	1	1	13	2	2	1
25	1	0	1	2	1	1	1	13	2	2	1
25	1	0	2	2	1	1	1	13	2	2	1
31	2	5	2	2	1	1	2	13	2	2	2
31	2	5	2	1	1	1	2	13	2	2	2
33	1	4	2	1	1	1	2	13	2	2	2
33	2	4	1	1	2	1	1	13	3	2	2
34	1	5	2	2	1	2	2	13	2	2	2
34	1	5	1	1	1	1	1	13	3	2	2
34	2	4	1	2	1	1	2	13	2	2	2
34	2	4	2	1	1	1	1	13	3	2	2
34	2	2	2	2	1	2	2	13	2	2	2
35	2	5	1	1	1	1	2	13	2	2	2
35	1	5	2	2	1	2	1	13	2	2	2
35	1	4	2	2	1	1	2	13	2	2	2
35	1	4	1	2	1	1	1	13	2	2	2
36	1	5	2	2	2	2	2	13	2	2	2
36	1	5	1	1	1	1	1	13	3	2	2
36	1	4	1	1	2	1	1	13	3	2	2
36	2	4	1	1	1	2	1	13	3	2	2
36	1	4	2	1	1	1	2	13	3	2	2
36	2	2	2	2	1	1	1	13	2	2	1
36	2	2	2	2	1	1	1	13	2	2	1
36	1	2	2	2	1	1	2	13	2	2	1
36	1	2	1	1	1	2	2	13	2	2	1
36	2	2	1	2	1	1	2	13	2	2	1
36	1	2	1	1	2	1	1	13	3	2	1
36	1	2	2	1	2	1	1	13	3	2	1
36	1	2	2	1	1	1	1	13	3	2	1
36	1	2	1	1	1	2	2	13	3	2	1
36	1	2	2	2	1	1	1	13	3	2	1
36	2	1	2	2	1	1	1	13	2	2	1
36	2	1	1	2	1	1	2	13	2	2	1
36	2	1	2	2	2	1	2	13	2	2	1
36	1	1	2	1	1	1	1	13	2	2	1
36	1	1	2	1	1	1	1	13	2	2	2
36	1	1	2	2	1	1	1	13	2	2	1
36	1	1	1	1	1	1	1	13	3	2	1
36	1	1	1	1	1	1	1	13	3	2	1
36	2	1	1	1	1	1	2	13	3	2	1
36	1	0	1	2	1	1	2	13	2	2	1
36	2	0	2	2	1	1	2	13	2	2	1
36	1	0	2	2	1	2	2	13	2	2	1
36	1	0	2	2	1	1	2	13	3	2	1
37	1	5	1	2	1	1	2	13	2	2	2
37	2	3	2	1	1	1	1	13	3	2	1
37	1	3	2	2	1	1	1	13	3	2	1
37	2	3	1	1	1	2	2	13	3	2	1
37	1	3	1	1	1	1	1	13	3	2	1
37	1	3	1	1	1	1	1	13	3	2	1
37	2	2	1	1	1	2	1	13	2	2	1
37	2	2	1	1	1	1	2	13	3	2	1
37	2	2	1	1	1	1	1	13	3	2	1
37	2	2	2	2	1	2	1	13	3	2	1
37	2	2	2	2	1	2	2	13	3	2	1
37	1	2	1	1	1	1	1	13	3	2	1
37	2	2	1	1	1	1	1	13	3	2	1
37	2	1	2	2	1	1	1	13	2	2	1
37	2	1	2	2	1	2	2	13	2	2	1
37	2	1	2	2	1	1	1	13	3	2	1
37	1	1	1	1	1	1	1	13	3	2	1
37	2	0	2	2	1	1	1	13	2	2	1
37	2	0	2	2	1	2	2	13	2	2	1
37	1	0	2	1	1	1	1	13	3	2	1
37	1	0	1	1	1	1	1	13	3	2	1
37	1	0	1	1	1	1	1	13	3	2	1
37	1	0	1	1	1	1	1	13	3	2	1
38	1	3	2	2	1	1	1	13	2	2	1
38	1	3	2	2	1	1	1	13	2	2	1
38	1	3	2	2	1	1	1	13	2	2	1
38	2	3	1	1	2	1	1	13	3	2	1
38	1	3	2	1	1	1	1	13	3	2	1
38	1	3	1	1	2	1	1	13	3	2	1
38	2	2	1	2	1	2	2	13	2	2	1
38	2	2	1	1	2	1	1	13	3	2	1
38	1	2	1	1	1	1	1	13	3	2	1
38	1	2	1	1	1	1	2	13	3	2	1
38	1	2	1	1	1	1	1	13	3	2	1
38	1	2	1	1	1	1	1	13	3	2	1
38	1	2	1	1	1	1	2	13	3	2	1
38	1	2	1	1	1	2	2	13	3	2	1
38	2	2	1	1	1	1	1	13	3	2	1
38	2	2	1	2	2	1	1	13	3	2	1
38	1	1	1	1	1	1	2	13	2	2	1
38	1	1	2	2	2	1	1	13	2	2	1
38	1	1	2	2	1	1	2	13	3	2	1
38	1	1	1	1	1	1	1	13	3	2	1
38	1	1	1	1	1	1	1	13	3	2	1
38	1	1	1	1	1	2	2	13	3	2	1
38	2	1	1	1	1	1	1	13	3	2	1
38	2	1	1	1	1	1	1	13	3	2	1
38	1	0	2	2	1	1	1	13	2	2	1
38	2	0	2	2	1	1	1	13	2	2	1
38	1	0	1	2	1	1	1	13	2	2	1
38	1	0	2	2	1	1	2	13	2	2	1
38	2	0	2	1	2	1	1	13	3	2	1
38	2	0	1	1	2	1	1	13	3	2	1
39	1	5	1	2	2	1	1	13	2	2	2
39	2	4	2	2	1	2	2	13	3	2	2
39	1	3	1	1	1	1	1	13	2	2	1
39	1	3	2	2	1	1	1	13	2	2	1
39	1	3	2	1	2	1	1	13	2	2	1
39	2	3	1	2	1	1	2	13	2	2	1
39	1	3	2	1	2	1	1	13	3	2	1
39	1	3	1	1	2	2	1	13	3	2	1
39	1	2	1	1	1	1	1	13	3	2	1
39	2	2	1	1	1	1	1	13	2	2	2
39	2	2	1	1	1	1	2	13	2	2	1
39	2	2	1	1	1	1	1	13	3	2	1
39	2	1	2	2	1	2	2	13	2	2	1
39	1	1	2	2	1	2	1	13	2	2	2
39	1	1	1	2	1	1	1	13	2	2	1
39	2	1	1	1	1	2	2	13	3	2	1
39	1	1	2	1	1	2	2	13	3	2	1
39	1	1	2	2	2	2	2	13	3	2	1
39	1	0	2	2	1	1	1	13	2	2	1
39	2	0	2	2	1	1	1	13	2	2	1
39	2	0	2	2	1	1	2	13	2	2	1
39	1	0	1	1	1	1	1	13	3	2	1
40	1	3	2	2	1	1	1	13	2	2	1
40	2	3	2	2	1	1	1	13	2	2	1
40	2	3	1	1	1	1	1	13	3	2	1
40	2	3	1	1	1	1	1	13	3	2	1
40	2	3	1	1	1	1	1	13	3	2	1
40	2	2	1	2	1	1	2	13	2	2	1
40	2	2	1	2	1	1	1	13	2	2	1
40	1	2	2	2	1	2	2	13	2	2	1
40	2	2	1	1	2	1	1	13	3	2	1
40	2	1	2	2	1	1	1	13	2	2	1
40	1	1	1	2	1	1	2	13	2	2	1
40	1	1	1	2	1	1	1	13	2	2	1
40	1	1	1	1	1	1	1	13	3	2	1
40	2	1	1	1	2	1	1	13	3	2	1
40	1	1	2	2	1	1	1	13	3	2	1
40	2	1	1	2	1	1	1	13	3	2	1
40	1	1	1	1	2	1	1	13	3	2	1
40	2	1	2	1	1	2	2	13	3	2	1
40	1	0	2	2	1	1	1	13	2	2	1
40	1	0	2	2	1	1	1	13	2	2	1
40	1	0	2	2	1	2	1	13	2	2	1
40	1	0	1	1	1	2	2	13	3	2	1
40	2	0	2	1	1	1	1	13	3	2	1
40	2	0	2	1	1	1	1	13	3	2	1
40	1	0	1	1	1	1	2	13	3	2	1
40	1	0	1	1	1	1	1	13	3	2	1
41	1	4	1	1	1	1	1	13	3	2	2
41	2	3	2	2	1	1	1	13	2	2	1
41	1	3	2	2	1	2	1	13	2	2	1
41	1	3	2	2	1	2	1	13	2	2	1
41	1	3	1	1	2	1	1	13	3	2	1
41	1	3	2	2	1	2	1	13	3	2	1
41	1	3	2	2	2	1	1	13	3	2	1
41	1	3	2	2	2	1	1	13	3	2	1
41	2	2	1	2	1	1	1	13	2	2	1
41	2	2	2	2	1	2	2	13	2	2	1
41	2	2	1	1	1	2	2	13	2	2	1
41	2	2	1	2	1	2	1	13	2	2	1
41	1	2	2	2	1	2	1	13	2	2	2
41	1	2	2	1	2	1	1	13	3	2	1
41	1	2	1	1	1	1	1	13	3	2	1
41	2	2	1	1	1	2	2	13	3	2	1
41	1	2	1	1	1	1	1	13	3	2	1
41	1	2	1	1	1	1	1	13	3	2	1
41	2	2	2	1	1	1	1	13	3	2	1
41	1	2	1	1	1	1	1	13	3	2	1
41	1	1	1	2	1	1	1	13	2	2	1
41	2	1	2	2	1	2	1	13	2	2	1
41	1	1	2	1	1	1	1	13	3	2	1
41	1	1	1	1	1	1	2	13	3	2	1
41	1	1	1	1	1	1	1	13	3	2	1
41	2	0	2	2	1	1	2	13	2	2	1
41	1	0	1	2	1	2	1	13	2	2	1
41	1	0	1	1	2	1	1	13	3	2	1
41	2	0	1	1	1	1	1	13	3	2	1
41	2	0	1	1	1	2	2	13	3	2	1
42	2	5	1	2	1	1	2	13	2	2	2
42	2	5	1	2	1	1	1	13	3	2	2
42	1	5	1	1	2	1	1	13	3	2	2
42	2	4	1	2	1	1	1	13	2	2	2
42	2	3	2	2	1	1	1	13	2	2	1
42	2	3	2	1	1	1	2	13	2	2	1
42	1	3	2	1	1	1	2	13	2	2	1
42	1	3	1	1	2	1	1	13	3	2	1
42	1	2	2	2	1	1	1	13	2	2	1
42	2	2	2	2	1	1	1	13	2	2	1
42	2	2	1	2	1	2	2	13	2	2	1
42	2	2	1	2	1	1	1	13	2	2	1
42	2	2	1	1	2	1	1	13	3	2	1
42	1	2	1	1	1	1	2	13	3	2	1
42	1	2	1	1	1	2	2	13	3	2	1
42	1	2	1	1	1	1	1	13	3	2	1
42	2	1	1	2	1	1	2	13	2	2	1
42	1	1	1	1	1	2	2	13	3	2	1
42	2	1	2	2	1	1	1	13	3	2	1
42	1	1	2	2	2	1	1	13	3	2	1
42	1	1	2	1	1	2	1	13	3	2	1
42	2	0	2	2	1	1	1	13	2	2	1
42	1	0	2	1	1	1	2	13	2	2	1
42	1	0	2	2	1	1	2	13	2	2	1
42	2	0	1	1	1	1	1	13	3	2	1
43	1	4	1	1	1	1	1	13	3	2	2
43	2	4	1	1	1	1	1	13	3	2	2
43	2	4	1	1	2	1	1	13	3	2	2
43	2	3	2	2	1	1	1	13	2	2	1
43	2	3	1	2	1	1	2	13	2	2	1
43	1	3	2	1	2	1	2	13	3	2	1
43	2	2	2	2	1	1	1	13	2	2	1
43	1	2	1	2	1	2	2	13	2	2	1
43	1	2	1	1	1	1	2	13	2	2	1
43	1	2	1	2	1	1	2	13	2	2	2
43	1	2	1	1	1	1	2	13	3	2	1
43	1	2	1	1	1	1	1	13	3	2	1
43	1	2	2	1	1	1	1	13	3	2	1
43	1	2	1	1	1	2	2	13	3	2	1
43	1	2	2	1	1	2	2	13	3	2	1
43	1	1	2	2	1	1	1	13	2	2	1
43	2	1	2	2	1	2	2	13	2	2	1
43	2	1	2	2	1	2	2	13	2	2	1
43	1	1	1	2	2	2	2	13	2	2	1
43	2	1	1	2	1	1	1	13	2	2	1
43	1	1	1	1	1	2	1	13	3	2	1
43	1	1	1	1	1	1	1	13	3	2	1
43	1	1	2	1	1	1	1	13	3	2	1
43	2	0	2	2	1	1	1	13	2	2	1
43	2	0	1	2	1	1	2	13	2	2	1
43	1	0	1	1	1	2	2	13	3	2	1
44	2	4	1	1	1	1	1	13	3	2	2
44	2	3	2	2	1	1	1	13	2	2	1
44	2	3	1	2	1	2	2	13	2	2	1
44	2	3	2	1	1	1	1	13	2	2	1
44	2	3	1	2	1	1	1	13	2	2	1
44	1	3	2	2	1	2	2	13	2	2	1
44	2	3	2	2	1	1	2	13	3	2	1
44	1	3	1	1	1	2	2	13	3	2	1
44	2	3	1	1	1	1	1	13	3	2	1
44	1	3	2	2	1	1	2	13	3	2	1
44	2	2	2	2	2	1	1	13	2	2	1
44	1	2	2	2	1	1	1	13	2	2	1
44	2	2	1	2	1	1	1	13	2	2	1
44	1	2	2	1	1	1	1	13	2	2	1
44	2	2	2	2	1	2	2	13	2	2	1
44	1	2	2	2	1	1	1	13	2	2	1
44	2	2	2	2	1	2	1	13	2	2	2
44	1	2	1	1	1	1	1	13	3	2	1
44	1	2	2	2	1	1	1	13	3	2	1
44	1	2	1	1	1	1	1	13	3	2	1
44	2	2	1	1	1	1	1	13	3	2	1
44	1	2	1	1	1	1	1	13	3	2	1
44	2	2	1	1	2	1	1	13	3	2	1
44	1	2	2	1	1	1	1	13	3	2	1
